place,id
bank,edc667d3eee3e6aa3c2f79eb88dc0206076649c5642b48c1bf9a3157d3042f82
privat property,a05939d61e320147614f348dda718df5512e5d9a5c9101c32296ff9f0f0e262d
bank,f35b88e8c812ac6c02d26d036181ef97917ecf1db0880ad21ff1fc1e50ab0474
bank,53ec907220dda292404bd4b18876d0442c0e73cc72c6d7981a4d675205cc1138
privat property,7d6fef143725c7c3e39e95869d41d80157c2f1631a0eb93c4c2c560cfc899ea2
privat property,a8f65ef0001bbae2f52c4b756e85100f100d70c54a9a58664fe21ddd710fbfe5
museum,ce587a21f0961ba1c829efae6ef35dc746fa689f6df0a1c1074d138e8df7a2e6
shop,c07bf45c5715f21783158a7b40ec4667fb6bf10a5c0838c07d1765b2c00150b6
shop,23489cc11eea5ecf5ace083fe194b763995e010ed1dc3e941ca5a661f37b82c2
shop,a1c2f080708c7b3b3c4c52230f7ea7b2a3569a250678926c45d6f572cc08def4
privat property,2ee95c3fa28e361a72236a03c5e8dd0644c689855c048d0fe9e4341d2f5f2c7e
bank,1fd3c58015de8871975674a4e1af0bb77fcf5d8f697e8d8979d9a7a662d61e6f
privat property,7a1f6f897b9ff48f20444a9d33bdc79637e38561d9a785265b918c64be548941
shop,1ed5d48efdaa3cd00a3eeee70881635df7b28dcfdf318c83e9d444f293fb4d46
museum,5a5b84ecbaa2da2b005d349840cf11e7423f269336f6f48354df76644c6e1659
museum,60beccde16c48ea38fb2eaccd5ea58682f1bfd8bca5c891cb264afa5c0655619
privat property,ad22941de2c30b3eac7677967d3cd23ae9bd70f7e10c2bf1c0d0a84c529bdcab
bank,87524ee6eb88f4ef37fb617037272077ce751abe836125c93e7c8aa40b18e200
museum,b692d74641df93c4067bde4297f14d92e0cec20d55a3d21f54a7f199e90ac232
privat property,ded827f02762819ce929d330ae6222678e7206331a239dde93f0594767ab46a3
bank,1d3485e354e8cd8d7c66c108b866cb41c20269f7a83feff456143af7b63e68ab
bank,ac3d332f61979958e0be7c26c3a56967e7d5e0c742001463ff61300869ed0567
shop,d66718cb55c47d746ccd97239488cd57c27077e890713632dea40331d8f86629
bank,ff57b4122f520e195c1401976b249a25f522da6aa42de71fe66e600df2dd53b7
museum,7fd67f6bfb1661597355c229f59d8ff11da35e229214f589444dd0c96a288dfb
privat property,b6f15a6d1f3126535a9387a93c43e0d4edebbf4509660075ed69cd76d492805b
privat property,5a80fc461eaa185471d6dc948ba814fbd49c9284c0d64a0e1735ce01d9cd3103
privat property,8898f7667c0fc7b72a8cd2e13db109da2966735cc3eecb48463c6a7ad9191bc1
privat property,d4621d599593808eee014c8a7fc7c9a9abc74ddcbc64e78c87a09afd49231f06
museum,3c726742f57a84542882ce988058dc9ac43cb3af5ead736f18540971f56646a6
privat property,bcd788c7ff34097e53c7d02d09a8e95d349aa323bd435847675ef13ffa4425d4
shop,fdea6a86984e0433874fb959df6b21bcd18e6f3a69cc9da049c3a52647b497a6
shop,bdaeb774a5df26ad195c982361d77cd92dbbd38134e1a56c5d361acc2f22428e
privat property,62dca4b7b7267041e13e9336157943ce3318c0ba736d278c02fa7fd2cf333800
shop,607b778ff38e2aa3a730cd508708bbcbaedebf183359f01dc1f17c52435eebd5
shop,8e7e5438d2408c600f7e7853bf1f81dd44f3fc2e189a3374dd6689964c70acc7
museum,b8b542235a7c6554fea908aabc705f0ffe9f31621222dddd569483b40064bd7f
shop,0e8dbb43f008ac4d58bc96b308c5d8887e054fdf8b0312c232b340e79af5bda8
privat property,40a089fc521a579c8c94a2c18dff18f838995117356a60dec4f655f97876fb70
museum,ec3c8552b82d1f3990f2ac855fbd64ac3e492ddaf855495dceff486cdd37bcf8
bank,779e751d7d3316660a1464115e5d77339612c93e43d15cecf510168f3ac8eb58
museum,16835f820e895591b2941cd577a045d30a679fc98fd194f0403de752bf259c03
shop,cf3df94e1d8fba471814e9a4986748ab4a3aa7088adae4e75fc6c794e2b89615
museum,4b193061b41e9563381993cd8788193cb20a57db8c1e01c2a0ac023a9dbbad87
museum,0b615df1fd008764805e95ef3976082d3e551120ea036f6e140ede2252f2d704
museum,fb13d4e5aca871571d594078fe1bb37fd944e5c8e893da1223e7ff19038996c6
shop,85f5c88437d3db0c9075a503257f783fd35ae8a111ba9b28a3c99ed2163a777a
bank,969ebd398a92f56bd7300350e722a738e720ad2a2bafed6889e14f7b94e218ce
privat property,789f26ce34f168d12897af05607f2113b6c26ef5946de7701ea65f4fb8ff6f23
museum,32b6aca9ebffd531b5ce277e907ca7aa38bcc411800f58b8d1c55e2fe6ed131c
shop,a754d59f83d7ac5c48c250f432c24f614e11041a532c8204f03d664b7e07bfed
shop,1767ae3bae5f5fb08894c78a7a351fb527174b412e4e04c5078948ac6dbcdf74
museum,3f1c2d55b7039becb509d15f2a1325d123ab52eb058eaa5dc6a53818d9de7020
privat property,fcc623c7d0cf0d0028b488c7e44e919225242e2f28a0d506d7d649d25fa49cfa
bank,52f671c272598ff4c2dfddea9b6e9e34dc94dd57c57c8fb1c8be71dbd3e72d31
privat property,00472895107ae4c06ef25b5f6e18f68b9b52f25f4a04799c957ac40b33eaeb53
privat property,10d99acda061baccb136880cf1ec5c4aa9921894e405372674b6618a46388842
shop,884d882e67dcc78baa6e7c4a5c8bd9d8e70c9150e6b10615b0d032304097dcc5
bank,5ef78a6ff322ef47f1b047aa6326c8333b253b88d164cea3357f7b332687ef56
museum,5f7c9fb40534e6b3f15d7d7fb484459ff669a3cccd61163e32b62c2999b689b9
museum,3bf2141b1ad8b8cbf0287f1b580eebe24224ea13ec5343feb6f6f43e57571590
shop,6814027d94d8704ac0c1ca674e557a0ae5dd6a26caf6ad7363ced3e0971acd8d
bank,8c5350eeb3db4571d58261181e0af8187e6ba88d010cf82b2bd0627b0f663c58
bank,f92007a32f98c7805064f9126e43869e77639f659a28a436ca785474da63cddd
shop,329e14f2c3d16651f641af62b80f54d565bc2b729b8260e4373742062cd4ab4b
privat property,10c11fd991747f34c5166f689e0607c1e42c42e8c57ef67961c9f812faa1757e
museum,b5d038f58695a2434cd7a5a1eeec5b94b333c321cd07eca476bfcd0c2e972c50
museum,1237d1e10f5b513539f1e42b766215d33b2bfcc714adf7f01d89cb6680aef3ca
museum,af337ccd7e5f65752c547284d6eac58bc751005be3b9ab960278fc7f44174f7d
bank,7980a1bbec29d31f34600dd3c956d58c4fab5327af9c810bacab0e2e1241b9ea
privat property,0a6079f817ada9afbfcd46e50a0013999af678f733b72e6816e312104e5b08f6
privat property,56bcdbc323e13e0eafe8b091dbba503bafc8e8508575cc07b69638d2b867c4db
shop,cb9ac0051c376811f8c5859b069bd543df5904c7b1aebf41d13bd28bcf3aa9e7
privat property,23d014b88f00534033227f44ca108dbc9d91caff9d8d66d70ee2bdac4091be99
privat property,fbb19565a0eb7e8c25c5e852f6a1c6ee71b5ed41956f96a5c7cff91f47b055e3
museum,be42b05382390649b7237541d7952a14ea03436f8166a76281a6bd2853581c45
museum,a4ad59aabbd2221d7467d25679c5bfca8ddaf714852f7010d6498d654eef9af9
bank,25210dfcb3ed8190c027de1e37f390ec2eb062364f7b9ce9ddc7f2555ca5b5b3
museum,b97e5dc2aa4bbfd7e474eff11b60740557bd1a8571fac671b9ccb650e650a490
privat property,bcb479c49fb65c418a52702b590ae0a74e2042f498b6b7bab79231937737a0dd
shop,9b4eeba31c78b70e3cc8aa690cd12a99918aa038832815358d1296176be9df51
museum,b81c61d76e8bb315cf70f885794a129b24ed11fb9f14f8590f12ecbcc898b00f
museum,d68e813a938db2c57e62910b933fc84e56a6ad8de8e0ab501abb060382d512c8
bank,9b375e9a25246c6e1fa3eee462d89667dafbf82514717ab2859770d82adda3a2
bank,305439f55f013b994f55da6f72a3677f9413a44cfefa727d20e8291f762ec169
bank,cf07f77db1a9ddeb5892ddf7cb38643e20399b0ac0622321ddd0f9b14c8b8387
shop,22a62bcf5530ca0ef2bcd73b48f5fd4b8cf7a89dd23490d965d65f7561308abd
bank,0f9c897de558998a9688ca639e385350cdce4fbf672283a8224887727845c0c9
bank,68fa05847f825fd6ed0180bffca53d48652340d1b7cd562666b20717c82732fd
bank,3b1acdb1fa3d769baecdf7993f73a05929893992159bfc35094811e061f11e5f
shop,465b9e2205674d81efd3c56cefdf7b14dd09b14087beb25d0d793c3f3a5b5cae
museum,d23c0f60a1fc1d600bbde5a5c7af9b7741814436cd08083d2a78d3f5e23981b6
museum,c3c47fb11e9e83e07d597d23fee5e69de79c05711fd3b3f46bc9979b117c3880
shop,d64b73ad87b168e17daed371f932346191bcfb19aef99470bcf4b00daeecde64
privat property,da0315659d3f0c272a23539810e5fc11e6dc1589ab395c2e7ddb3afa2b5bb5d1
museum,93c29dcbfb749dd87a731c5f7793260977a05732376d662225974e2aec73aae9
museum,c28667483dab0dad821b3014f94ed665efa56dbbd644f985b392bbd793e39ebb
bank,4c15689ad5bf62d91e65fe5948a3dd947e5f3d888edbe38d1f2ce65ede60f0fd
shop,7a78e6cd684cec6ca5f728430281edd41d8f5ce4a2fd745e3720e46e37a4ef91
bank,0efbf3b1eff26ea020559094487f49f1542b0ec45a81d05160c2fdef21a1cdc3
shop,95dccd3da119bb547c7fbcf60ed3d0a36bbb8ce80c6a0614dfb2ce3264af6013
bank,3aebb8d43888d3e3d84716fa6fbf4fd9a6563426a07c147b46944ebd501e140a
bank,a5a82c364fa3a03fa1b3cee5f76b3963455b6c390d6500a99c4abf8c3e3c5a25
bank,cc5c04e3571aae89dfa3e0bc2c20133688a772a7196e26eccf6a51bbe3f0494a
shop,62e173ee6421226ebbbb30dc4905508427d8c65a5ca80dc8392de6398ddd583f
shop,eef5cc5051749dc779fcd7f2d2bf560ec4f8966e03895c72874290e16d55cff6
shop,31a5b924991a7fbe14d2008a8e9e6863e327cae64c22fa812ffec6a45096d67b
museum,110f4b9a0227d19afd8545d6642ff79b6bfd466a159db54a17c9ada300190c09
museum,56b9802644f71c6df40e0ed6fd65685fe3da2053693e17c2f786ef7403814a79
bank,ea95334339ebe0c5efeb61f2dbf88eccffc94edcefa5f8f7e2b75a1470d673f5
bank,a4d0f9c5e9aea2c68b25b5510142ff466cf175a14292005c85548a2357ad8778
shop,c908d41f87b9d081440f250cbd14dd27574e598175baed4942af80f8c8f22201
museum,c5b100ea855be1c0e1dce749783c465c1626e2749e231385b214284ab3c275a6
privat property,2113d037cf2e59f199e30f8bb07de1941160eea013255750e0ac2408f0884f8e
museum,1d8314691e4e2c22335d270e8efea03be27c8b899b5d89f09a06640f092d3944
museum,d11fa7cf9b9eca0c53301cb7c9e6fd6655c581c6f92425c4491a95ae1d11d616
bank,9bf7bc7b435f806cb1b177edf53e7cbd46a171a29126cee09d31e607aae3c182
museum,617b33e2b0cdcd91b9406bfc740d22b8c014de5072cc016f102f0fa26a2513a4
bank,9df243922e02716525c019851618511c0e4a2449b471b5b8766414e179a9539d
museum,d1ab04a1a4e31dd15c8ed08891fbb04aa36ac59537caca213e684ff06b52c028
privat property,d7bcc274cf6830cb5620c802c643eae6aef03fbe9f6e5c0677b379ab8b45191f
shop,72bf57b6cf8c9cee006fba9245e17ba68cf1439c7ce9c0ea7e57d92c06d231ef
privat property,9093eeed2e70d727ce5cef895535fd6d5158cc81cb6dfc917c76d47a71604246
shop,b3b3157fc0bf2e5baaa87ea92e5221735bbd1c0fe86e996c53be5c3e1ed4855d
museum,3ae1923b4ccbc329ced0386728b09677b42d7fdd076b634b9b36f796f10f6f9d
museum,a0c98b45be4ca773647222b97b2c0c7b780207d134a176bdf20c581f2b188c3c
shop,390aded516f72d16bb434509470e1b79bb43c40f9222c87a18f7e479987a70e6
privat property,d29d9ca3d6278d7d41c41688f968afdb2f9785fa41385706a1e39268f030243e
shop,580ddb181537ce77b22ddcbc20d3df6cb1c6b27a67ee8e21ab2121a573f16c69
museum,50b2bfebbe50c78486192fd8077d0b923c721259fe258605dfd3fee04aa6a10b
museum,a1ff7148cef3e7a4c26e7700bbf698717dfe96dd1cc220775d46be84a5c4d7fb
shop,787c923fc0535fea20aa0a6943b0132663a4e644caf1f35354be31c9d2cb4193
privat property,4775f9cd4b781a9a1d801c1f86298f0e7d97bbc3fdaedcbf5bcd2005f1aca352
museum,7f44f35519b47c37061a9871511ec6765ed98f3aca3733cbd938fbf933286e1c
bank,6946b84df379910efed1a142600a3071030bb7495bcaa7b84dffede8671c77a2
shop,c42aa6f690fc424525c2e4bfe9ea669928c0b5cfce22a6e9afe3e2b2dfbcf210
privat property,e4d58433686efec103bcb0e74af6f17996a8f30e63b5f3f2e9b188086f603570
museum,1d18cff5e94f9f4110e786d577a5648af2340e3cfc99ab14cd892e9e11f0c075
bank,3b9e3ddf3fc939307e0e4c2a36b318eb2b98946c57dad421b39929a72874f91e
shop,2d6e7332aa9b356d1e8b3f4ff674cb607a79b2cd665afc3bb4a0dd6563298a01
bank,1c20fda2a76a2627375ff344c19edab037903f367b0ff896db24563d220898b5
shop,d5c136c71a55a8ee6038744696978b8dfa36bc90454eb12969e45291fa422176
privat property,53e7409c16612d57d6de2c0e0460de90a8606f171cd6ab7229aabd8a4a249669
privat property,c2081cbc6447541f1ffcd44983060650080c47df83f3d17ca30cdcd025cc2686
shop,de74e9deb92ffa409b3a39f156116b088854796f07be7c8719641876e2eba8c1
bank,6d27733e8612db1c34d25c7bfdd59bc9879f111544d1568cd304feb9df368de2
shop,30baed1223281f2eb168fb1c3b4739320f16d494bd33fde11c8e19c6c66452cf
museum,6e9d3526fe3afd41911319b34443d09f96db96c257744e5e009bc7785ee9aa6e
privat property,2e0499da1b0744747d2bf6b3eb488e32d38708c4f8a1ae419066521d49a67248
museum,6378b994757404b140cbf314f6fc3c1e9511927e1446e9f7761cc33538efdcb7
shop,c0a1b446aa38e3fd45a975ebd9b8fcc346ffdf9b8c0eeb3907e0f75a8327d059
privat property,bdb195ad4e094f258cb2444b4818ec96e4d119f9ffd383afa4c853e63b56ab5b
museum,02bdd7bb539d234fd860e6e6b260b5aeaf21a3702eb2b4499abdd03c99dd33ba
privat property,82dee81f9d54826631fcb905999ef72ce8c79cc2fa518c1bedad24ba9e5af368
museum,1b0b79e89d6e80509fe6c3b547397bc619939dd44180f343b9377a11d7a53037
shop,41918e3b453662abd24544916e223632a3a39ae748fa0ec702fec84ddcde127d
bank,a9e9e5b69a85d3daee672ed61438d0de7d60d78012929bf479eaa45ecb37c5aa
museum,c9f22d47fa0927dba5327589f64d68e8e4791c5ac1c7f0977e5ff7394cef387a
bank,226fc54ee7872c538aed7f760f8ac308e264972f7f7a95c79138f8706d8a81b8
privat property,ae21652c517f9108160fd600fdaf0c85b043b385821d1ffe833d91ee84922503
privat property,34e47e2b200782a597e2ce70308f29bca5704bf1babf5304d49252edeeb43218
shop,d82dd7b9bc5df38887ab0a546f1f93fed6b206ea3db8bb0d8a198af601ddb015
bank,c64daf1b5ba56d30e4b78e1234e8521b0887217c33045b70e923f8a65855c450
privat property,337b4e580f82ef843c737a764259fafbb2da4dec02ee7bc90943790639c12899
privat property,899a9846e159688129a8a40e6c6c841cdeff5818b6e97ff5fff7d9239d1a4e83
privat property,e99c88c3036be985e675410ef174c650d82fc357c3dd05f87815fd27e841bfcf
bank,bb24afcaf8a5bff843ffb3b4b7f339bff967b0a36888ef71c68898dd21708293
privat property,096c03227b95959c1f8695e4485a82eb909e0e9f9ef0eb6812e88e2cceae6026
privat property,b32de006c2410a5f3d952682a71ed08a682202c8658cc211942a29302edb1464
museum,a252aa6656eb1c83e656a551f41679aeb43f90be3e97578d89e9670c41611f9e
privat property,6823b4811a332b2f37e1f8ff696cb3c8a6fbf6562e3825bde6500e5555c915c7
bank,92a1e6144529c3fb80b126c21c8e568076f47ce72eda7eb592ccf2948c3a4130
bank,9c81f29805dff0b8d71177a54dfa40378f019130a1d2e83c275610c7ed29df26
bank,f656ce2f25980b52209146d2068ac6e7f98cef57b2c47821e78aea188956a231
privat property,6976258cdaad45e9a48c7b4be38d5b1ebe9a36a7b0844b39b1ae1118376411e6
bank,bd9ac6ae56175f4d05a8806276373b5ddab45a320d76ed533868db4476bc3806
privat property,806c02a65410d5c2d3f08b13d665208c91d5c58373239b75cba79b9286f86bf9
bank,0f8a9da11042ffbed064a35320d526fe88411ab6cecd7876a967d6412043fb0d
privat property,0899223293275677902ec03508e1dc07258d66df2e7a9e687f1f4bae7c7c5413
shop,c31e3733a40134a3fe9a764a3db110323b77e11d7963c70bba575ae79e210349
shop,2899a414bbd56b1ee3028199b93b23694ec26e7a740b1e2463834f6a0c66b1cd
shop,c10cb9a09508f07fd6460ac31b5c4a03424648d82669f9c8c43739fbdc1adff4
privat property,b292e53ab87ebc8e7508b0fbc0cb2317d0937bedb2262d102d415344f1e6567e
bank,0790b5ec616fe4921bef44e92737444b61076b5111b7ac89209994e94ff2b2fd
bank,095a1c624e50105167aad0d78d41103f6e23dda0de83791eb75f3df0783416ee
museum,9681a9723fc38f5be2ebe385ce575f45130a8d29a2c196e49c3cf58dddf15d10
museum,8a1604fb8812517192009b8928ecc515fac8318ca2329cdae5cc0bf3ea0ba065
privat property,97693ec7a055ca59e2bea09758e7c01501c41c841399b1343fe292ea7b4855e5
bank,7148b2beb5de753660073903acbc29c2425c6769ebdc63eaefcb215d58f1d71f
privat property,fb79b759cedc7384cdecc6a3ca22c30f4babfc0f2b560dcc23804c24191a3b2f
privat property,a35781b7222a03a2d5fd1f283add4e73d584d07452438d5413eaf4ec320fed7a
museum,546b9e23f7fe318cb04952fa0281dfe17c6fe8160abd8abdad7e39848e310347
bank,e59b45bdbcb2807b0b3d8566b0b73c09a704b88b58331968a0d2e8ce0f5c0794
bank,da00f6ec3c5a726d08a77ca199df8a991a3769fe27783ff5ea8db6ffff3c6891
bank,63d5dcdd3f5c9fa9991cc49a50ce4c6b4d53ec3b6f07fb52f7c12d4a7820084a
privat property,2a59e94bbe90ed0bc76508c77580b9a70508153a439460680b2f9451607ec473
shop,0e9420a56b97181285f23df60ea92612e77b6324e658cb3a5e49a4d37e4b2ba8
bank,15adb5a03247cc782b61766bd8078674e1136b9f61c64fa255ead2e1d0c244fb
shop,41a96d1341a772d4e4fda3db6b67bfa39db830218e84b691c28b5a64acbe9a6e
museum,8d1a73fc1088eca303470a382c9234693fe984f2fd21000ee19b7eff30e955df
privat property,c193f375a689221f54474452e97625cabc501df1658feaea7d7b48150eed76f5
museum,b272966a2d67f0f5c6d90e16e2607268e514d7e613e8f3ce5dd9428336ed80bb
museum,86318409be8be9bab991d5ebf24eb24b8e638699286a06d8281a751e73e2f328
privat property,a464703431a5c772bd33776647690fdff2d59e1b0dc453a09a21fef4bfaeea9c
bank,7ea05d537035a3b1b767477d94009b423e14cb1fb4e65a9b7092bc62481a1dca
privat property,1b1ce1aa895db1df37b8852bdf0d1c4e2191ff19139df4f281deed5b1801905c
shop,e1b9233d620e33dfcac6db2b5d7db81b7770d2f831022ce7a4b13ab6e5b797a2
bank,61f362b33d91c8735fdb6fd1e0fae3675e16b46970febe2f5847c8bd818b533d
shop,67fe7004425be4d513e845c8d2bb73d998c070d469c0705a5d24518128ed907d
privat property,bbc4728cfcf3285dadd62957d08a6a5d0e978823851b7fab47969c8191d21e47
museum,fbcd00e6a0ebcc5a13e4a55a2d086182da52c63e378c6627750e4b0addb8e2cb
bank,b134966220efafa598d879af0c20124f947e21388158dd8d100e4b3891e2bf7f
